DAUID,Target_name,Target_address,Distance (km)
59170140,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.87
59170141,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.98
59170141,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.91
59170142,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.8
59170142,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.88
59170143,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.61
59170143,My Victoria Dentist,"1070 Douglas St, Victoria, BC V8W 2C4",0.75
59170144,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.53
59170144,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.72
59170145,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.57
59170146,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.32
59170148,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.44
59170149,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.42
59170150,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.64
59170151,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.18
59170152,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.41
59170153,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.11
59170154,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.42
59170155,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.37
59170156,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.54
59170156,Oaklands Veterinary Hospital,"3115 Cedar Hill Rd, Victoria, BC V8T 3J4",0.39
59170157,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.67
59170162,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.56
59170163,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.41
59170164,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.2
59170165,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.13
59170167,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.32
59170168,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.22
59170169,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.49
59170170,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.3
59170171,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.62
59170172,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.64
59170174,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.73
59170174,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.62
59170175,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.65
59170177,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.1
59170177,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.37
59170178,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.21
59170178,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.21
59170178,Oak Bay Hearing Clinic,"1932 Oak Bay Ave, Victoria, BC V8R 4Z6",0.46
59170179,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.35
59170179,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.47
59170180,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.29
59170180,Oak Bay Hearing Clinic,"1932 Oak Bay Ave, Victoria, BC V8R 4Z6",0.3
59170180,Oak Bay DENTURE Clinic,"1935 Lee Ave, Victoria, BC V8R 4W9",0.29
59170180,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.45
59170181,Oak Bay Hearing Clinic,"1932 Oak Bay Ave, Victoria, BC V8R 4Z6",0.18
59170181,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.4
59170181,Oak Bay DENTURE Clinic,"1935 Lee Ave, Victoria, BC V8R 4W9",0.28
59170197,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.47
59170197,Oak Bay Hearing Clinic,"1932 Oak Bay Ave, Victoria, BC V8R 4Z6",0.48
59170198,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.17
59170198,Oak Bay Hearing Clinic,"1932 Oak Bay Ave, Victoria, BC V8R 4Z6",0.21
59170198,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.49
59170199,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.24
59170199,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.38
59170200,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.46
59170201,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.49
59170201,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.55
59170202,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.1
59170203,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.29
59170204,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.41
59170224,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.18
59170224,Shelbourne Denture Centre Inc,"1702 Ryan St, Victoria, BC V8R 2X7",0.33
59170225,Shelbourne Denture Centre Inc,"1702 Ryan St, Victoria, BC V8R 2X7",0.18
59170225,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.39
59170226,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.17
59170226,Shelbourne Denture Centre Inc,"1702 Ryan St, Victoria, BC V8R 2X7",0.34
59170227,Shelbourne Denture Centre Inc,"1702 Ryan St, Victoria, BC V8R 2X7",0.33
59170227,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",0.39
59170227,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.48
59170227,"WELL Health Medical Centres -
 Hillside (Formerly Jack Nathan Hillside Medical)
","1644 Hillside Ave, Victoria, BC V8T 2C5",0.46
59170227,Oaklands Veterinary Hospital,"3115 Cedar Hill Rd, Victoria, BC V8T 3J4",0.43
59170228,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",0.18
59170229,"WELL Health Medical Centres -
 Hillside (Formerly Jack Nathan Hillside Medical)
","1644 Hillside Ave, Victoria, BC V8T 2C5",0.28
59170272,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.63
59170273,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.69
59170273,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.58
59170274,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.38
59170275,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.74
59170275,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.5
59170275,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.64
59170276,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.49
59170276,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.58
59170277,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.72
59170278,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.46
59170279,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.33
59170280,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.3
59170280,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.3
59170280,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.5
59170281,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.44
59170281,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.44
59170281,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.44
59170282,My Victoria Dentist,"1070 Douglas St, Victoria, BC V8W 2C4",0.27
59170282,City Center Dental Clinic,"608 Broughton St #200, Victoria, BC V8W 1C7",0.29
59170285,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.07
59170285,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.07
59170285,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.36
59170286,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.18
59170286,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.2
59170286,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.2
59170286,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.4
59170287,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.13
59170287,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.29
59170287,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.29
59170287,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.48
59170288,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.42
59170288,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.27
59170288,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.38
59170288,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.38
59170288,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.38
59170289,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.29
59170289,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.29
59170289,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.36
59170290,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.2
59170290,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.25
59170290,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.49
59170290,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.49
59170290,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.47
59170291,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.17
59170291,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.45
59170291,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.44
59170292,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.31
59170292,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.42
59170293,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.44
59170293,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.4
59170294,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.36
59170295,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.32
59170295,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.26
59170295,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.42
59170295,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.42
59170296,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.34
59170296,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.45
59170297,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.2
59170297,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.44
59170297,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.5
59170298,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.32
59170298,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.25
59170298,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.31
59170299,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.26
59170299,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.41
59170299,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.27
59170300,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.22
59170300,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.37
59170301,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.29
59170302,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.29
59170302,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.41
59170302,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.42
59170303,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.32
59170304,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.1
59170304,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.37
59170304,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.44
59170305,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.3
59170305,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.4
59170305,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.49
59170308,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.05
59170308,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.33
59170308,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.39
59170309,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.35
59170310,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.55
59170311,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.34
59170312,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.77
59170313,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.63
59170313,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.6
59170371,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.08
59170372,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.78
59170373,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.98
59170375,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.05
59170376,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.36
59170378,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",1.58
59170378,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.48
59170383,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.83
59170383,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.83
59170384,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",1.08
59170385,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.08
59170386,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.7
59170387,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.52
59170388,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.43
59170389,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.18
59170390,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.11
59170554,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.59
59170555,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.51
59170556,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.77
59170556,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.82
59170557,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.61
59170558,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.57
59170598,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.33
59170600,Oak Bay DENTURE Clinic,"1935 Lee Ave, Victoria, BC V8R 4W9",0.48
59170601,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.54
59170601,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.58
59170610,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.21
59170610,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.26
59170610,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.33
59170611,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.32
59170611,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.32
59170611,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.41
59170612,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.33
59170722,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.23
59170723,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.03
59170806,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.69
59170808,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.79
59170814,My Victoria Dentist,"1070 Douglas St, Victoria, BC V8W 2C4",0.34
59170814,City Center Dental Clinic,"608 Broughton St #200, Victoria, BC V8W 1C7",0.38
59170816,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.62
59170817,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.03
59170819,City Center Dental Clinic,"608 Broughton St #200, Victoria, BC V8W 1C7",1.02
59170820,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.26
