DAUID,Target_name,Target_address,Distance (km),Residential_TotalGross_Average
59170165,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.78,1139310
59170167,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.17,1482694
59170168,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.05,1337071
59170169,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.3,1571427
59170170,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.97,775090
59170171,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.25,1738272
59170172,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",1.28,975298
59170174,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",1.17,1179242
59170175,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.86,1259333
59170177,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.73,802456
59170178,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.62,1077058
59170179,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.5,912374
59170180,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.46,1444451
59170181,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.55,1034612
59170197,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.9,1344632
59170198,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.82,1186784
59170199,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.96,1330660
59170200,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.46,1457357
59170201,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.57,1862585
59170202,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.1,1550804
59170203,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.29,1300673
59170204,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.41,1727751
59170224,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.59,732699
59170225,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",0.67,1138123
59170226,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.77,1003121
59170227,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",0.39,774338
59170228,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",0.18,1077533
59170229,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",0.62,1313463
59170272,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.63,1531335
59170273,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.68,1390356
59170274,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.93,1354646
59170274,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.91,1354646
59170275,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.77,2250456
59170275,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.69,2250456
59170276,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.56,1296327
59170277,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.9,1603164
59170278,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.74,984172
59170279,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.55,1357393
59170280,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.3,1365597
59170281,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.44,769011
59170282,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.76,1685793
59170285,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.07,920651
59170286,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.2,1063124
59170287,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.29,713505
59170288,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.49,1054632
59170289,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.29,1115378
59170290,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.51,1198557
59170291,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.83,1402114
59170292,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.93,1494601
59170293,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.11,1553438
59170294,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.27,1514264
59170294,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",1.11,1514264
59170295,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.49,1616849
59170296,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.94,1172227
59170297,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.89,826680
59170298,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.04,980853
59170299,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.99,2272240
59170300,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.25,1261434
59170301,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.47,1612156
59170302,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.23,1842992
59170303,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.64,1486477
59170304,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.42,11899778
59170305,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.57,1650632
59170308,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.33,1959497
59170309,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.65,1559418
59170310,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.83,1021826
59170311,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.52,1190110
59170312,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",2.05,1035481
59170313,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.91,1653677
59170371,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",3.23,1029176
59170372,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",3.31,984319
59170373,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",3.01,965773
59170375,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",2.76,994132
59170376,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",2.81,1032131
59170378,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",2.82,1765680
59170383,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",2.17,1008114
59170384,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",2.13,667343
59170385,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",2.26,1429892
59170386,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",2.62,1708097
59170387,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",2.81,669043
59170388,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",3.01,904377
59170389,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",3.31,1037755
59170390,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",3.4,1346304
59170554,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.39,1526738
59170555,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.23,1592567
59170556,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.97,1638956
59170557,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",1.05,1757910
59170558,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.76,1734242
59170598,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.42,970445
59170600,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.27,824751
59170601,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.57,973857
59170610,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.4,1773627
59170611,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.32,878987
59170612,Royal Jubilee Hospital,"1952 Bay St, Victoria, BC V8R 1J8",0.91,1408020
59170722,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",2.8,1046000
59170723,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",2.67,950552
59170806,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",1.62,804136
59170808,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",1.53,971891
59170814,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.69,891064
59170816,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",3.28,1287572
59170817,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",2.66,680343
59170819,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",2.04,1005417
59170820,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",2.82,902809
