DAUID,Target_name,Target_address,Distance (km)
59170140,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.7
59170141,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.69
59170142,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.55
59170143,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.29
59170143,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",0.78
59170144,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.33
59170145,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.57
59170146,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.32
59170148,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.44
59170149,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.42
59170150,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.64
59170151,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.18
59170152,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.41
59170153,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.11
59170154,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.42
59170155,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.37
59170156,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.67
59170157,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.67
59170162,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.23
59170162,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.44
59170163,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.41
59170164,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.2
59170164,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.41
59170165,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.13
59170167,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.13
59170167,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.32
59170168,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.22
59170168,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.33
59170169,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.41
59170169,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.45
59170170,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.3
59170170,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.45
59170171,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.62
59170172,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.64
59170174,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.67
59170174,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.62
59170175,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.65
59170177,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.1
59170178,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.21
59170179,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.35
59170180,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.51
59170181,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.68
59170197,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.69
59170198,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.49
59170199,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.24
59170200,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.85
59170201,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.7
59170202,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",1.16
59170203,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",1.49
59170204,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",1.31
59170224,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.82
59170225,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.34
59170225,Oaklands Health Clinic,"325-3066 Shelbourne St, Victoria, BC V8R 6T9",0.37
59170226,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.81
59170227,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.44
59170227,Oaklands Health Clinic,"325-3066 Shelbourne St, Victoria, BC V8R 6T9",0.46
59170227,WELL Health Medical Centres - Hillside (Formerly Jack Nathan Hillside Medical),"1644 Hillside Ave, Victoria, BC V8T 2C5",0.46
59170228,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.67
59170229,WELL Health Medical Centres - Hillside (Formerly Jack Nathan Hillside Medical),"1644 Hillside Ave, Victoria, BC V8T 2C5",0.28
59170229,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.46
59170229,Oaklands Health Clinic,"325-3066 Shelbourne St, Victoria, BC V8R 6T9",0.46
59170272,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",1.83
59170273,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",1.21
59170274,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.98
59170275,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.77
59170275,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.97
59170276,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.56
59170277,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.72
59170278,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.46
59170279,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.33
59170280,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.3
59170281,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.44
59170281,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.44
59170282,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",0.28
59170285,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.07
59170286,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.2
59170287,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.29
59170288,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.49
59170289,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.29
59170290,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.51
59170291,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.83
59170292,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.93
59170293,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",1.11
59170294,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",1.25
59170295,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.49
59170296,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.34
59170297,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.2
59170298,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.25
59170299,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.26
59170300,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.37
59170301,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.54
59170302,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.48
59170303,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.6
59170304,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.37
59170305,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.49
59170308,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.33
59170309,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.64
59170310,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.85
59170311,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.66
59170312,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",1.03
59170313,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.86
59170371,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.08
59170372,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.78
59170373,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.98
59170375,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.05
59170376,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.36
59170378,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.55
59170383,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.83
59170383,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.83
59170384,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",1.08
59170385,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.08
59170386,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.7
59170387,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.52
59170388,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.43
59170389,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.18
59170390,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.11
59170554,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.74
59170555,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.6
59170556,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.77
59170556,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.83
59170557,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.61
59170558,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.57
59170598,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",1.0
59170600,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.65
59170601,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.62
59170610,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.33
59170611,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.32
59170612,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.33
59170722,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.23
59170723,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.03
59170806,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.69
59170808,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.45
59170814,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",0.37
59170816,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.62
59170817,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.03
59170819,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",1.05
59170820,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.26
