DAUID,Target_name,Target_address,Distance (km),Residential_TotalGross_Average
59170174,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.62,1179242
59170175,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.65,1259333
59170177,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.1,802456
59170178,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.21,1077058
59170179,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.35,912374
59170180,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.51,1444451
59170181,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.68,1034612
59170197,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.69,1344632
59170198,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.49,1186784
59170199,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.24,1330660
59170200,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.85,1457357
59170201,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.7,1862585
59170202,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",1.16,1550804
59170203,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",1.49,1300673
59170204,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",1.31,1727751
59170224,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.82,732699
59170225,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.34,1138123
59170225,Oaklands Health Clinic,"325-3066 Shelbourne St, Victoria, BC V8R 6T9",0.37,1138123
59170226,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.81,1003121
59170227,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.44,774338
59170227,Oaklands Health Clinic,"325-3066 Shelbourne St, Victoria, BC V8R 6T9",0.46,774338
59170227,WELL Health Medical Centres - Hillside (Formerly Jack Nathan Hillside Medical),"1644 Hillside Ave, Victoria, BC V8T 2C5",0.46,774338
59170228,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.67,1077533
59170229,WELL Health Medical Centres - Hillside (Formerly Jack Nathan Hillside Medical),"1644 Hillside Ave, Victoria, BC V8T 2C5",0.28,1313463
59170229,Victoria Oceanside Health,"3066 Shelbourne St #235, Victoria, BC V8R 6T9",0.46,1313463
59170229,Oaklands Health Clinic,"325-3066 Shelbourne St, Victoria, BC V8R 6T9",0.46,1313463
59170272,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",1.83,1531335
59170273,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",1.21,1390356
59170274,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.98,1354646
59170275,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.77,2250456
59170275,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.97,2250456
59170276,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.56,1296327
59170277,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.72,1603164
59170278,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.46,984172
59170279,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.33,1357393
59170280,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.3,1365597
59170281,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.44,769011
59170281,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.44,769011
59170282,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",0.28,1685793
59170285,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.07,920651
59170286,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.2,1063124
59170287,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.29,713505
59170288,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.49,1054632
59170289,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.29,1115378
59170290,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.51,1198557
59170291,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.83,1402114
59170292,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.93,1494601
59170293,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",1.11,1553438
59170294,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",1.25,1514264
59170295,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.49,1616849
59170296,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.34,1172227
59170297,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.2,826680
59170298,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.25,980853
59170299,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.26,2272240
59170300,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.37,1261434
59170301,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.54,1612156
59170302,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.48,1842992
59170303,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.6,1486477
59170304,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.37,11899778
59170305,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.49,1650632
59170308,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.33,1959497
59170309,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.64,1559418
59170310,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.85,1021826
59170311,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.66,1190110
59170312,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",1.03,1035481
59170313,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.86,1653677
59170371,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.08,1029176
59170372,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.78,984319
59170373,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.98,965773
59170375,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.05,994132
59170376,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.36,1032131
59170378,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.55,1765680
59170383,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.83,1008114
59170383,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.83,1008114
59170384,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",1.08,667343
59170385,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.08,1429892
59170386,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.7,1708097
59170387,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.52,669043
59170388,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.43,904377
59170389,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.18,1037755
59170390,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.11,1346304
59170554,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.74,1526738
59170555,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.6,1592567
59170556,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.77,1638956
59170556,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.83,1638956
59170557,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.61,1757910
59170558,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.57,1734242
59170598,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",1.0,970445
59170600,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.65,824751
59170601,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.62,973857
59170610,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.33,1773627
59170611,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.32,878987
59170612,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.33,1408020
59170722,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.23,1046000
59170723,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.03,950552
59170805,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.78,619204
59170805,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",0.73,619204
59170806,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.69,804136
59170807,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",0.63,1302777
59170808,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.45,971891
59170809,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",0.44,692965
59170810,Fernwood Maternity Medical Center,"1711 Cook St #301, Victoria, BC V8T 3P2",0.55,432522
59170811,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",0.18,1265739
59170814,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",0.37,891064
59170815,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",0.47,779350
59170816,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.62,1287572
59170817,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.02,680343
59170819,Yarrow Medical,"645 Fort St #104, Victoria, BC V8W 1G2",1.05,1005417
59170820,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.26,902809
