DAUID,Target_name,Target_address,Distance (km),Residential_TotalGross_Average
59170178,Oak Bay Hearing Clinic,"1932 Oak Bay Ave, Victoria, BC V8R 4Z6",0.46,1077058
59170179,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.35,912374
59170179,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.47,912374
59170180,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.29,1444451
59170180,Oak Bay Hearing Clinic,"1932 Oak Bay Ave, Victoria, BC V8R 4Z6",0.3,1444451
59170180,Oak Bay DENTURE Clinic,"1935 Lee Ave, Victoria, BC V8R 4W9",0.29,1444451
59170180,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.45,1444451
59170181,Oak Bay Hearing Clinic,"1932 Oak Bay Ave, Victoria, BC V8R 4Z6",0.18,1034612
59170181,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.4,1034612
59170181,Oak Bay DENTURE Clinic,"1935 Lee Ave, Victoria, BC V8R 4W9",0.28,1034612
59170197,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.47,1344632
59170197,Oak Bay Hearing Clinic,"1932 Oak Bay Ave, Victoria, BC V8R 4Z6",0.48,1344632
59170198,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.17,1186784
59170198,Oak Bay Hearing Clinic,"1932 Oak Bay Ave, Victoria, BC V8R 4Z6",0.21,1186784
59170198,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.49,1186784
59170199,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.24,1330660
59170199,Avenue Family Dental ,"1831 Oak Bay Ave, Victoria, BC V8R 1C3",0.38,1330660
59170200,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.46,1457357
59170201,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.49,1862585
59170201,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.55,1862585
59170202,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.1,1550804
59170203,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.29,1300673
59170204,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.41,1727751
59170224,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.18,732699
59170224,Shelbourne Denture Centre Inc,"1702 Ryan St, Victoria, BC V8R 2X7",0.33,732699
59170225,Shelbourne Denture Centre Inc,"1702 Ryan St, Victoria, BC V8R 2X7",0.18,1138123
59170225,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.39,1138123
59170226,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.17,1003121
59170226,Shelbourne Denture Centre Inc,"1702 Ryan St, Victoria, BC V8R 2X7",0.34,1003121
59170227,Shelbourne Denture Centre Inc,"1702 Ryan St, Victoria, BC V8R 2X7",0.33,774338
59170227,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",0.39,774338
59170227,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.48,774338
59170227,"WELL Health Medical Centres -
 Hillside (Formerly Jack Nathan Hillside Medical)
","1644 Hillside Ave, Victoria, BC V8T 2C5",0.46,774338
59170227,Oaklands Veterinary Hospital,"3115 Cedar Hill Rd, Victoria, BC V8T 3J4",0.43,774338
59170228,Aberdeen Hospital,"1450 Hillside Ave, Victoria, BC V8T 2B7",0.18,1077533
59170229,"WELL Health Medical Centres -
 Hillside (Formerly Jack Nathan Hillside Medical)
","1644 Hillside Ave, Victoria, BC V8T 2C5",0.28,1313463
59170272,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.63,1531335
59170273,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.69,1390356
59170273,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.58,1390356
59170274,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.38,1354646
59170275,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.74,2250456
59170275,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.5,2250456
59170275,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.64,2250456
59170276,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.49,1296327
59170276,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.58,1296327
59170277,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.72,1603164
59170278,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.46,984172
59170279,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.33,1357393
59170280,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.3,1365597
59170280,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.3,1365597
59170280,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.5,1365597
59170281,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.44,769011
59170281,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.44,769011
59170281,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.44,769011
59170282,My Victoria Dentist,"1070 Douglas St, Victoria, BC V8W 2C4",0.27,1685793
59170282,City Center Dental Clinic,"608 Broughton St #200, Victoria, BC V8W 1C7",0.29,1685793
59170285,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.07,920651
59170285,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.07,920651
59170285,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.36,920651
59170286,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.18,1063124
59170286,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.2,1063124
59170286,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.2,1063124
59170286,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.4,1063124
59170287,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.13,713505
59170287,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.29,713505
59170287,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.29,713505
59170287,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.48,713505
59170288,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.42,1054632
59170288,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.27,1054632
59170288,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.38,1054632
59170288,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.38,1054632
59170288,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.38,1054632
59170289,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.29,1115378
59170289,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.29,1115378
59170289,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.36,1115378
59170290,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.2,1198557
59170290,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.25,1198557
59170290,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.49,1198557
59170290,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.49,1198557
59170290,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.47,1198557
59170291,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.17,1402114
59170291,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.45,1402114
59170291,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.44,1402114
59170292,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.31,1494601
59170292,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.42,1494601
59170293,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.44,1553438
59170293,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.4,1553438
59170294,Moss Dental Fairfield Victoria,"143 Moss St, Victoria, BC V8V 4M2",0.36,1514264
59170295,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.32,1616849
59170295,Dr. Amanda Bridge,"205 Cook St, Victoria, BC V8V 3X2",0.26,1616849
59170295,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.42,1616849
59170295,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.42,1616849
59170296,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.34,1172227
59170296,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.45,1172227
59170297,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.2,826680
59170297,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.44,826680
59170297,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.5,826680
59170298,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.32,980853
59170298,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.25,980853
59170298,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.31,980853
59170299,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.26,2272240
59170299,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.41,2272240
59170299,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.27,2272240
59170300,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.22,1261434
59170300,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.37,1261434
59170301,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.29,1612156
59170302,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.29,1842992
59170302,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.41,1842992
59170302,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.42,1842992
59170303,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.32,1486477
59170304,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.1,11899778
59170304,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.37,11899778
59170304,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.44,11899778
59170305,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.3,1650632
59170305,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.4,1650632
59170305,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.49,1650632
59170308,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.05,1959497
59170308,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.33,1959497
59170308,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.39,1959497
59170309,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.35,1559418
59170310,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.55,1021826
59170311,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.34,1190110
59170312,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.77,1035481
59170313,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.63,1653677
59170313,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.6,1653677
59170371,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.08,1029176
59170372,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.78,984319
59170373,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.98,965773
59170375,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.05,994132
59170376,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.36,1032131
59170378,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",1.58,1765680
59170378,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.48,1765680
59170383,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.83,1008114
59170383,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.83,1008114
59170384,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",1.08,667343
59170385,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.08,1429892
59170386,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.7,1708097
59170387,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.52,669043
59170388,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.43,904377
59170389,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.18,1037755
59170390,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.11,1346304
59170554,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.59,1526738
59170555,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.51,1592567
59170556,Victoria Professional Building,"1120 Yates St, Victoria, BC V8V 3M9",0.77,1638956
59170556,Glengarry Hospital,"1780 Fairfield Rd, Victoria, BC V8S 1G7",0.82,1638956
59170557,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.61,1757910
59170558,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.57,1734242
59170598,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.33,970445
59170600,Oak Bay DENTURE Clinic,"1935 Lee Ave, Victoria, BC V8R 4W9",0.48,824751
59170601,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.54,973857
59170601,Hillside Veterinary Hospital,"1700 Kings Rd, Victoria, BC V8R 2P1",0.58,973857
59170610,Focus On Dental Hygiene,"141 Menzies St, Victoria, BC V8V 2G4",0.21,1773627
59170610,Tall Tree Health,"555 Superior St, Victoria, BC V8V 0E4",0.26,1773627
59170610,James Bay Urgent and Primary Care Centre,"547 Michigan St B, Victoria, BC V8V 1S5",0.33,1773627
59170611,Mount St. Mary Hospital,"861 Fairfield Rd, Victoria, BC V8V 5A9",0.32,878987
59170611,Sitka Health Centre,"1284 Fairfield Rd, Victoria, BC V8V 4W3",0.32,878987
59170611,Cook Street Village Dental,"355 Cook St, Victoria, BC V8V 3X8",0.41,878987
59170612,Care2Talk Health | Private Primary Care Clinic (Victoria),"1918 Oak Bay Ave, Victoria, BC V8R 0B1",0.33,1408020
59170722,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.23,1046000
59170723,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.03,950552
59170806,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.69,804136
59170808,Quadra Village Medical Clinic,"2631 Quadra St, Victoria, BC V8T 4E3",0.79,971891
59170814,My Victoria Dentist,"1070 Douglas St, Victoria, BC V8W 2C4",0.34,891064
59170814,City Center Dental Clinic,"608 Broughton St #200, Victoria, BC V8W 1C7",0.38,891064
59170816,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",0.62,1287572
59170817,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.03,680343
59170819,City Center Dental Clinic,"608 Broughton St #200, Victoria, BC V8W 1C7",1.02,1005417
59170820,Gorge Urgent and Primary Care Centre,"63 Gorge Rd E, Victoria, BC V9A 1L2",1.26,902809
